YEAR,MO,DY,TS,QV2M,PRECTOTCORR
1992,7,17,29.24,19.53,6.18
1992,7,18,28.9,18.8,1.3
1992,7,19,30.2,19.78,3.06
1992,7,20,30.51,20.81,7.83
1992,7,21,30.17,19.41,2.8
1992,7,22,32.05,18.98,1.29
1992,7,23,33.69,19.59,1.11
1992,7,24,34.29,19.96,0.4
1992,7,25,33.62,19.29,0.28
1992,7,26,31.9,19.17,0.37
1992,7,27,30.71,18.92,1.02
1992,7,28,30.88,18.25,0.73
1992,7,29,31.23,17.82,0.74
1992,7,30,32.73,18.68,1.05
1992,7,31,31.01,18.68,2.52
1992,8,1,31.7,18.49,3.36
1992,8,2,32.75,18.25,1.3
1992,8,3,31.73,18.55,1.27
1992,8,4,32.58,18.07,0.57
1992,8,5,32.74,17.82,0.1
1992,8,6,30.67,19.65,5.95
1992,8,7,29.44,18.55,5.35
1992,8,8,30.44,17.94,2.93
1992,8,9,31.73,17.88,0.43
1992,8,10,33.33,18.01,0.93
1992,8,11,34.55,18.13,0.21
1992,8,12,34.68,18.49,0.15
1992,8,13,35.14,19.1,0.95
1992,8,14,34.77,18.25,0.54
1992,8,15,31.82,18.8,1.41
1992,8,16,32.41,19.04,3.58
1992,8,17,32.51,18.92,0.59
1992,8,18,33.36,18.43,0.58
1992,8,19,33.97,18.19,0.85
1992,8,20,33.37,19.17,0.67
1992,8,21,32.8,18.19,0.49
1992,8,22,33.41,17.27,0.46
1992,8,23,33.98,17.58,0.22
1992,8,24,33.34,18.68,0.09
1992,8,25,30.75,19.84,0.38
1992,8,26,30.73,19.04,4.79
1992,8,27,29.06,20.51,12.69
1992,8,28,29.44,20.2,5.39
1992,8,29,32.28,18.25,0.78
1992,8,30,34.79,18.01,0.18
1992,8,31,34.56,18.19,0.05
1992,9,1,34.57,17.76,0.08
1992,9,2,34.83,17.82,0.11
1992,9,3,32.66,18.37,1.64
1992,9,4,33.05,18.37,1.18
1992,9,5,33.42,17.7,0.19
1992,9,6,33.55,17.21,0.68
1992,9,7,33.44,17.52,0.98
1992,9,8,32.91,18.13,1.02
1992,9,9,32.33,18.37,0.58
1992,9,10,30.52,17.88,0.3
1992,9,11,31.7,18.74,2.16
1992,9,12,29.05,18.8,6.91
1992,9,13,30.61,17.03,3.41
1992,9,14,31.83,17.21,1.34
1992,9,15,32.84,15.87,0.04
1992,9,16,32.87,16.17,0.1
1992,9,17,33.84,15.44,0.43
1992,9,18,34.19,14.65,0.1
1992,9,19,34.1,14.16,0.01
1992,9,20,34.37,14.04,0.0
1992,9,21,34.4,13.61,0.0
1992,9,22,34.8,13.37,0.0
1992,9,23,35.26,12.94,0.0
1992,9,24,33.15,15.56,0.2
1992,9,25,31.13,16.97,1.16
1992,9,26,27.99,18.74,10.44
1992,9,27,26.81,18.37,11.9
1992,9,28,26.58,19.1,9.17
1992,9,29,27.05,16.6,2.51
1992,9,30,30.0,15.75,0.89
1992,10,1,31.37,15.44,0.05
1992,10,2,32.07,15.08,0.04
1992,10,3,32.34,14.71,0.03
1992,10,4,31.31,14.47,0.11
1992,10,5,31.62,15.56,0.35
1992,10,6,31.51,15.5,0.07
1992,10,7,31.94,15.2,0.01
1992,10,8,32.08,14.28,0.06
1992,10,9,31.42,15.75,0.32
1992,10,10,32.37,15.93,0.16
1992,10,11,30.55,16.42,0.29
1992,10,12,31.21,16.97,1.98
1992,10,13,28.78,18.37,2.32
1992,10,14,30.69,18.43,1.48
1992,10,15,30.09,16.97,7.16
1992,10,16,28.65,15.69,4.12
1992,10,17,29.47,14.1,0.15
1992,10,18,29.88,14.59,0.0
1992,10,19,31.12,14.04,0.01
1992,10,20,29.83,14.77,0.07
1992,10,21,29.09,14.47,1.01
1992,10,22,28.86,12.27,0.23
1992,10,23,27.05,8.18,0.0
1992,10,24,25.97,7.57,0.01
1992,10,25,25.75,7.02,0.0
1992,10,26,25.87,8.18,0.0
1992,10,27,25.78,9.58,0.0
1992,10,28,27.2,10.38,0.0
1992,10,29,28.36,10.01,0.0
1992,10,30,28.37,9.77,0.0
1992,10,31,29.23,10.56,0.0
1992,11,1,29.02,10.13,0.0
1992,11,2,27.88,9.46,0.0
1992,11,3,27.14,8.48,0.0
1992,11,4,26.49,9.03,0.0
1992,11,5,26.36,8.12,0.0
1992,11,6,24.95,5.55,0.0
1992,11,7,23.99,5.25,0.0
1992,11,8,24.17,6.16,0.0
1992,11,9,24.69,8.79,0.0
1992,11,10,26.15,9.22,0.0
1992,11,11,27.08,9.64,0.0
1992,11,12,26.8,10.13,0.0
1992,11,13,26.67,9.28,0.0
1992,11,14,25.73,8.73,0.0
1992,11,15,25.46,8.0,0.0
1992,11,16,25.23,7.93,0.0
1992,11,17,24.88,7.63,0.0
1992,11,18,22.7,7.14,0.0
1992,11,19,23.55,6.35,0.01
1992,11,20,24.59,7.63,0.01
1992,11,21,24.5,7.26,0.0
1992,11,22,24.19,6.1,0.0
1992,11,23,25.54,7.32,0.0
1992,11,24,25.37,9.95,1.78
1992,11,25,23.02,8.48,0.87
1992,11,26,21.9,7.32,0.46
1992,11,27,22.55,7.87,0.0
1992,11,28,22.71,8.18,0.0
1992,11,29,23.44,8.36,0.0
1992,11,30,23.01,8.3,0.0
1992,12,1,23.72,8.61,0.0
1992,12,2,23.24,10.07,0.0
1992,12,3,22.96,9.64,0.05
1992,12,4,22.82,8.36,0.21
1992,12,5,22.62,7.08,0.13
1992,12,6,20.77,6.71,0.0
1992,12,7,20.8,6.96,0.0
1992,12,8,19.92,6.41,0.0
1992,12,9,20.48,5.92,0.0
1992,12,10,20.01,5.8,0.0
1992,12,11,19.68,5.68,0.0
1992,12,12,19.05,4.88,0.0
1992,12,13,18.52,3.66,0.0
1992,12,14,17.75,3.66,0.0
1992,12,15,18.3,4.76,0.0
1992,12,16,18.37,5.19,0.0
1992,12,17,18.9,4.58,0.0
1992,12,18,18.58,3.72,0.0
1992,12,19,18.5,4.82,0.0
1992,12,20,18.91,5.49,0.0
1992,12,21,18.73,5.37,0.0
1992,12,22,19.01,4.46,0.0
1992,12,23,18.58,5.19,0.0
1992,12,24,19.05,5.13,0.0
1992,12,25,19.05,4.39,0.0
1992,12,26,18.89,3.85,0.0
1992,12,27,18.05,4.33,0.0
1992,12,28,17.9,4.09,0.0
1992,12,29,18.53,4.03,0.0
1992,12,30,18.64,4.52,0.0
1992,12,31,18.94,5.43,0.0
1993,1,1,19.58,5.25,0.0
1993,1,2,19.76,5.31,0.0
1993,1,3,20.15,5.19,0.0
1993,1,4,20.69,5.74,0.0
1993,1,5,19.85,5.0,0.0
1993,1,6,19.48,4.15,0.0
1993,1,7,21.11,5.8,0.01
1993,1,8,22.93,9.89,5.63
1993,1,9,20.94,10.01,3.54
1993,1,10,19.3,8.24,0.0
1993,1,11,18.76,6.59,0.02
1993,1,12,19.33,5.86,0.01
1993,1,13,18.73,5.31,0.02
1993,1,14,15.15,3.42,2.01
1993,1,15,15.37,3.3,0.0
1993,1,16,15.74,3.42,0.0
1993,1,17,16.74,3.97,0.0
1993,1,18,17.82,4.64,0.0
1993,1,19,15.66,2.81,0.0
1993,1,20,14.71,2.5,0.0
1993,1,21,14.87,2.62,0.0
1993,1,22,15.78,2.56,0.0
1993,1,23,15.59,2.5,0.0
1993,1,24,15.4,2.44,0.0
1993,1,25,15.4,2.38,0.0
1993,1,26,16.24,2.56,0.0
1993,1,27,16.71,2.81,0.0
1993,1,28,18.22,4.52,0.0
1993,1,29,20.52,5.74,0.0
1993,1,30,22.08,6.16,0.0
1993,1,31,22.61,7.02,0.0
1993,2,1,21.65,7.75,5.41
1993,2,2,20.51,6.65,0.0
1993,2,3,20.84,5.68,0.0
1993,2,4,21.37,6.23,0.0
1993,2,5,22.29,6.47,0.0
1993,2,6,21.78,4.15,0.0
1993,2,7,21.69,3.3,0.0
1993,2,8,22.55,3.85,0.0
1993,2,9,23.71,4.82,0.0
1993,2,10,23.96,5.13,0.0
1993,2,11,24.56,5.8,0.0
1993,2,12,25.22,7.14,0.0
1993,2,13,24.64,5.8,0.0
1993,2,14,23.73,3.42,0.0
1993,2,15,24.23,4.46,0.13
1993,2,16,25.15,5.25,0.0
1993,2,17,26.26,5.37,0.01
1993,2,18,27.61,8.0,0.04
1993,2,19,27.33,6.29,0.19
1993,2,20,24.78,4.46,0.87
1993,2,21,22.26,1.77,0.09
1993,2,22,19.3,1.59,0.0
1993,2,23,18.43,1.59,1.76
1993,2,24,21.18,3.05,0.01
1993,2,25,22.65,3.78,0.0
1993,2,26,24.41,4.39,0.0
1993,2,27,25.32,5.37,0.0
1993,2,28,24.55,7.02,0.0
1993,3,1,24.48,7.2,0.72
1993,3,2,25.64,7.93,0.0
1993,3,3,26.37,6.35,0.05
1993,3,4,25.56,5.55,0.0
1993,3,5,25.18,4.39,0.0
1993,3,6,24.84,3.54,0.0
1993,3,7,24.9,3.17,0.0
1993,3,8,24.61,2.81,0.0
1993,3,9,26.31,3.97,0.0
1993,3,10,27.02,4.64,0.0
1993,3,11,28.01,4.33,0.0
1993,3,12,28.57,4.21,0.0
1993,3,13,29.06,4.82,0.0
1993,3,14,29.95,5.37,0.01
1993,3,15,30.4,5.13,0.01
1993,3,16,29.09,5.0,0.38
1993,3,17,27.0,3.11,0.0
1993,3,18,25.58,2.38,0.0
1993,3,19,27.21,3.72,0.0
1993,3,20,27.55,4.76,0.0
1993,3,21,26.17,3.48,0.0
1993,3,22,28.3,4.39,0.0
1993,3,23,30.16,12.02,0.92
1993,3,24,31.13,11.05,0.08
1993,3,25,29.36,11.17,0.25
1993,3,26,29.38,13.67,4.86
1993,3,27,27.85,10.01,0.76
1993,3,28,24.86,4.82,1.59
1993,3,29,25.21,3.91,0.0
1993,3,30,25.98,3.6,0.0
1993,3,31,27.53,3.91,0.0
1993,4,1,30.05,6.04,0.0
1993,4,2,32.33,10.19,0.0
1993,4,3,31.66,6.59,0.04
1993,4,4,30.48,3.6,0.0
1993,4,5,31.09,3.78,0.0
1993,4,6,32.06,5.0,0.01
1993,4,7,33.37,5.98,0.0
1993,4,8,33.74,7.45,0.32
1993,4,9,33.13,9.83,0.29
1993,4,10,33.06,10.99,1.3
1993,4,11,32.92,12.63,0.12
1993,4,12,28.36,14.71,11.56
1993,4,13,26.75,14.16,8.86
1993,4,14,29.8,12.57,1.0
1993,4,15,30.58,13.49,6.27
1993,4,16,30.57,12.63,3.28
1993,4,17,29.9,8.0,0.16
1993,4,18,29.4,6.29,0.06
1993,4,19,30.82,8.85,0.01
1993,4,20,32.01,11.54,0.0
1993,4,21,33.75,11.84,0.08
1993,4,22,34.54,11.41,0.06
1993,4,23,33.67,13.37,0.03
1993,4,24,33.74,14.71,0.78
1993,4,25,35.55,14.65,0.52
1993,4,26,35.96,14.34,0.24
1993,4,27,35.57,13.61,0.0
1993,4,28,36.72,14.22,0.02
1993,4,29,35.88,14.71,0.2
1993,4,30,35.39,14.34,0.96
1993,5,1,35.74,15.44,1.31
1993,5,2,36.35,15.81,0.16
1993,5,3,36.98,16.54,0.63
1993,5,4,35.84,17.21,4.46
1993,5,5,35.16,17.09,3.94
1993,5,6,36.02,16.85,0.29
1993,5,7,32.98,16.66,0.3
1993,5,8,33.51,17.03,6.88
1993,5,9,33.69,16.78,4.04
1993,5,10,34.4,15.44,0.45
1993,5,11,34.65,14.65,1.86
1993,5,12,35.21,13.55,0.13
1993,5,13,36.43,14.95,0.02
1993,5,14,34.91,16.05,9.9
1993,5,15,32.67,17.46,9.58
1993,5,16,33.62,16.54,1.02
1993,5,17,33.61,16.48,1.03
1993,5,18,33.75,16.72,1.88
1993,5,19,34.43,15.38,0.45
1993,5,20,33.37,16.17,4.89
1993,5,21,34.98,15.44,0.11
1993,5,22,36.23,14.34,0.04
1993,5,23,37.19,13.79,0.1
1993,5,24,37.89,14.16,0.01
1993,5,25,37.7,15.08,0.09
1993,5,26,36.1,16.48,1.22
1993,5,27,34.39,16.42,0.76
1993,5,28,34.34,15.32,1.51
1993,5,29,31.87,16.66,20.14
1993,5,30,32.03,18.01,16.02
1993,5,31,34.66,16.6,2.1
1993,6,1,35.02,16.91,1.12
1993,6,2,35.57,17.21,0.73
1993,6,3,34.58,17.4,7.09
1993,6,4,33.13,18.55,8.28
1993,6,5,34.52,16.97,0.62
1993,6,6,34.83,18.31,2.29
1993,6,7,34.39,17.94,2.72
1993,6,8,33.69,18.13,1.49
1993,6,9,34.49,17.82,0.77
1993,6,10,34.23,18.19,0.44
1993,6,11,34.46,18.37,3.13
1993,6,12,33.56,19.04,6.02
1993,6,13,34.59,17.64,0.02
1993,6,14,35.44,17.52,0.08
1993,6,15,33.83,17.76,0.13
1993,6,16,30.73,18.49,0.53
1993,6,17,29.9,19.47,1.49
1993,6,18,29.58,19.29,8.36
1993,6,19,29.83,19.41,9.07
1993,6,20,31.74,19.53,7.46
1993,6,21,30.45,18.92,1.87
1993,6,22,32.78,18.13,2.83
1993,6,23,31.15,20.02,6.83
1993,6,24,30.73,20.02,1.86
1993,6,25,30.59,20.32,0.42
1993,6,26,29.58,19.84,9.2
1993,6,27,32.67,19.23,1.51
1993,6,28,33.43,19.9,0.82
1993,6,29,32.33,20.26,1.35
1993,6,30,31.34,20.69,3.25
1993,7,1,30.08,21.3,3.73
1993,7,2,32.37,19.9,1.6
1993,7,3,31.14,19.65,0.63
1993,7,4,31.47,19.35,0.93
1993,7,5,33.46,19.47,0.38
1993,7,6,31.46,20.45,4.41
1993,7,7,30.83,20.14,2.55
1993,7,8,30.76,20.02,2.15
1993,7,9,30.26,19.65,1.07
1993,7,10,30.55,19.78,0.32
1993,7,11,32.83,19.59,0.46
1993,7,12,33.23,19.96,0.31
1993,7,13,34.08,19.23,0.22
1993,7,14,32.31,19.04,0.4
1993,7,15,30.77,19.23,1.26
1993,7,16,29.03,19.84,6.2
1993,7,17,29.75,19.78,15.13
1993,7,18,31.18,19.9,7.17
1993,7,19,32.0,19.9,1.35
1993,7,20,30.84,20.69,2.33
1993,7,21,30.05,20.87,4.96
1993,7,22,29.79,20.51,2.19
1993,7,23,30.37,19.78,7.59
1993,7,24,29.8,21.06,15.43
1993,7,25,30.09,20.81,2.2
1993,7,26,32.16,19.1,0.41
1993,7,27,32.0,19.65,0.2
1993,7,28,32.37,19.47,0.15
1993,7,29,33.21,19.29,0.32
1993,7,30,33.54,19.59,0.38
1993,7,31,33.13,19.59,0.1
1993,8,1,33.12,20.26,0.13
1993,8,2,32.44,20.26,0.2
1993,8,3,30.75,21.0,3.88
1993,8,4,30.45,21.0,8.95
1993,8,5,30.05,20.26,2.76
1993,8,6,30.27,19.47,0.9
1993,8,7,32.02,18.86,0.25
1993,8,8,32.17,19.23,0.06
1993,8,9,33.23,20.2,1.22
1993,8,10,32.56,20.39,1.76
1993,8,11,29.65,20.63,0.83
1993,8,12,32.25,19.53,1.81
1993,8,13,30.97,21.67,5.92
1993,8,14,31.12,20.39,2.22
1993,8,15,30.88,19.41,0.26
1993,8,16,32.48,19.65,0.15
1993,8,17,32.23,19.41,0.79
1993,8,18,32.68,19.71,0.33
1993,8,19,32.61,19.23,0.66
1993,8,20,30.8,20.14,1.4
1993,8,21,30.5,21.18,3.13
1993,8,22,31.35,20.45,4.17
1993,8,23,31.25,19.47,4.65
1993,8,24,29.69,20.02,5.88
1993,8,25,31.3,19.17,1.51
1993,8,26,31.03,19.78,1.66
1993,8,27,30.83,19.23,1.34
1993,8,28,31.73,18.86,0.63
1993,8,29,31.22,18.86,0.7
1993,8,30,29.26,18.86,1.25
1993,8,31,28.96,18.86,0.71
1993,9,1,28.16,18.98,1.27
1993,9,2,28.01,18.25,4.08
1993,9,3,27.67,18.37,8.34
1993,9,4,27.66,18.86,8.83
1993,9,5,29.0,18.68,1.07
1993,9,6,30.4,18.68,0.54
1993,9,7,30.06,19.1,0.97
1993,9,8,29.11,19.71,1.88
1993,9,9,29.68,19.35,1.04
1993,9,10,31.24,18.37,0.84
1993,9,11,32.58,18.13,0.66
1993,9,12,31.67,18.19,0.24
1993,9,13,29.03,19.04,1.8
1993,9,14,28.42,18.98,3.53
1993,9,15,29.62,18.74,3.46
1993,9,16,28.69,18.74,2.09
1993,9,17,30.38,18.49,0.59
1993,9,18,32.16,17.7,0.19
1993,9,19,32.42,17.7,0.0
1993,9,20,31.94,17.7,0.88
1993,9,21,29.51,18.55,3.44
1993,9,22,28.86,18.01,4.0
1993,9,23,28.49,18.25,0.33
1993,9,24,28.65,18.07,2.11
1993,9,25,28.26,18.8,5.87
1993,9,26,27.31,19.1,1.5
1993,9,27,28.66,18.13,1.3
1993,9,28,27.17,19.1,11.08
1993,9,29,29.49,18.92,4.28
1993,9,30,31.53,17.52,0.3
1993,10,1,31.23,17.52,0.38
1993,10,2,29.78,18.86,13.45
1993,10,3,30.02,17.94,6.13
1993,10,4,29.89,16.97,2.97
1993,10,5,30.55,16.17,1.6
1993,10,6,31.47,16.54,0.12
1993,10,7,31.48,17.03,0.1
1993,10,8,31.76,17.46,0.22
1993,10,9,31.78,16.6,0.3
1993,10,10,31.69,15.93,0.02
1993,10,11,31.86,16.3,0.11
1993,10,12,30.76,17.33,0.33
1993,10,13,29.45,17.52,0.91
1993,10,14,28.47,17.82,7.03
1993,10,15,28.94,17.58,4.53
1993,10,16,29.19,17.46,0.52
1993,10,17,29.9,17.21,0.74
1993,10,18,27.88,18.07,0.99
1993,10,19,28.8,16.54,0.52
1993,10,20,27.24,16.66,0.53
1993,10,21,28.66,13.73,0.55
1993,10,22,26.98,11.23,1.01
1993,10,23,26.37,9.89,0.0
1993,10,24,25.88,9.7,0.0
1993,10,25,25.71,8.79,0.0
1993,10,26,26.2,10.56,0.0
1993,10,27,26.42,10.38,0.0
1993,10,28,26.18,9.4,0.0
1993,10,29,26.0,10.19,0.0
1993,10,30,26.81,11.11,0.0
1993,10,31,28.06,11.72,0.0
1993,11,1,28.09,14.77,0.73
1993,11,2,27.44,14.83,1.11
1993,11,3,25.98,14.34,1.02
1993,11,4,27.12,13.18,1.24
1993,11,5,26.69,12.33,2.25
1993,11,6,27.05,11.6,0.04
1993,11,7,27.15,10.99,0.0
1993,11,8,27.3,10.44,0.0
1993,11,9,26.78,9.89,0.0
1993,11,10,26.43,9.4,0.0
1993,11,11,25.92,9.16,0.0
1993,11,12,25.16,8.54,0.0
1993,11,13,25.76,10.07,0.0
1993,11,14,25.73,8.67,0.0
1993,11,15,25.33,8.97,0.0
1993,11,16,25.62,9.22,0.0
1993,11,17,25.85,8.97,0.0
1993,11,18,26.08,9.34,0.0
1993,11,19,25.85,9.4,0.0
1993,11,20,25.3,8.67,0.0
1993,11,21,24.66,9.52,0.0
1993,11,22,23.9,9.4,0.0
1993,11,23,23.54,7.39,0.0
1993,11,24,22.15,6.04,0.0
1993,11,25,21.43,5.13,0.0
1993,11,26,22.16,6.77,0.0
1993,11,27,23.22,8.54,0.0
1993,11,28,23.48,8.48,0.0
1993,11,29,23.11,8.06,0.0
1993,11,30,23.34,8.0,0.0
1993,12,1,23.15,9.16,0.0
1993,12,2,23.4,7.2,0.0
1993,12,3,21.37,5.86,0.0
1993,12,4,21.22,6.47,0.0
1993,12,5,22.87,9.09,0.0
1993,12,6,23.44,8.36,0.0
1993,12,7,23.6,8.06,0.0
1993,12,8,22.01,5.31,0.0
1993,12,9,20.47,4.88,0.0
1993,12,10,20.87,5.74,0.0
1993,12,11,21.24,6.53,0.0
1993,12,12,20.85,5.86,0.0
1993,12,13,19.98,4.7,0.0
1993,12,14,18.83,4.52,0.0
1993,12,15,18.24,3.91,0.0
1993,12,16,18.98,6.59,0.0
1993,12,17,19.91,6.59,0.0
1993,12,18,20.35,6.65,0.0
1993,12,19,20.17,5.55,0.0
1993,12,20,19.78,4.46,0.0
1993,12,21,18.83,3.36,0.0
1993,12,22,18.47,3.48,0.0
1993,12,23,19.37,6.16,0.0
1993,12,24,19.65,5.49,0.0
1993,12,25,20.16,6.41,0.0
1993,12,26,20.02,5.86,0.0
1993,12,27,20.23,5.74,0.0
1993,12,28,21.01,4.94,0.0
1993,12,29,20.6,4.76,0.0
1993,12,30,20.22,5.07,0.0
1993,12,31,18.47,5.37,0.0
1994,1,1,19.9,4.46,0.0
1994,1,2,19.57,3.72,0.0
1994,1,3,20.15,5.0,0.0
1994,1,4,20.58,4.82,0.0
1994,1,5,20.75,5.55,0.0
1994,1,6,20.56,4.94,0.0
1994,1,7,19.61,4.09,0.0
1994,1,8,18.94,3.78,0.0
1994,1,9,19.46,4.27,0.0
1994,1,10,17.24,4.27,0.0
1994,1,11,20.84,4.27,0.0
1994,1,12,20.48,5.74,0.0
1994,1,13,22.1,5.55,0.0
1994,1,14,23.27,7.2,0.0
1994,1,15,23.49,8.18,0.06
1994,1,16,19.75,9.58,6.23
1994,1,17,17.39,5.49,0.04
1994,1,18,15.6,3.97,1.32
1994,1,19,16.78,4.7,0.0
1994,1,20,17.14,4.09,0.0
1994,1,21,17.84,4.09,0.0
1994,1,22,17.95,4.46,0.0
1994,1,23,17.16,3.17,0.0
1994,1,24,17.98,3.78,0.0
1994,1,25,18.38,3.42,0.0
1994,1,26,19.22,3.3,0.0
1994,1,27,20.03,4.15,0.0
1994,1,28,20.8,4.7,0.0
1994,1,29,21.47,4.64,0.0
1994,1,30,22.76,5.19,0.0
1994,1,31,23.95,8.18,2.28
1994,2,1,23.41,8.42,1.0
1994,2,2,18.21,8.3,1.77
1994,2,3,19.65,6.77,0.0
1994,2,4,19.46,5.98,0.61
1994,2,5,20.14,4.52,0.0
1994,2,6,21.04,4.64,0.0
1994,2,7,22.05,4.33,0.0
1994,2,8,22.06,4.76,0.0
1994,2,9,18.79,5.68,0.58
1994,2,10,20.03,6.53,0.0
1994,2,11,19.67,5.19,1.32
1994,2,12,19.87,4.52,0.0
1994,2,13,20.34,3.78,0.0
1994,2,14,21.06,3.78,0.0
1994,2,15,22.27,4.21,0.0
1994,2,16,21.78,3.3,0.01
1994,2,17,21.53,3.6,1.7
1994,2,18,22.76,4.64,0.0
1994,2,19,22.42,4.03,0.0
1994,2,20,23.08,3.23,0.0
1994,2,21,25.85,4.7,0.0
1994,2,22,24.65,7.81,0.13
1994,2,23,21.93,3.91,0.0
1994,2,24,20.93,3.23,0.21
1994,2,25,20.4,3.05,0.0
1994,2,26,21.6,3.05,0.0
1994,2,27,22.8,3.48,0.0
1994,2,28,25.16,4.46,0.0
1994,3,1,24.46,3.91,0.0
1994,3,2,23.34,2.38,0.0
1994,3,3,23.4,2.69,0.0
1994,3,4,23.94,2.62,0.0
1994,3,5,25.42,3.11,0.0
1994,3,6,26.51,3.78,0.0
1994,3,7,26.37,3.6,0.0
1994,3,8,26.19,3.11,0.0
1994,3,9,24.5,2.38,0.0
1994,3,10,24.81,2.26,0.0
1994,3,11,25.35,2.5,0.0
1994,3,12,26.65,3.23,0.0
1994,3,13,28.65,5.31,0.0
1994,3,14,30.27,6.41,0.0
1994,3,15,30.96,7.08,0.03
1994,3,16,31.04,6.29,0.0
1994,3,17,31.15,6.65,0.03
1994,3,18,30.56,5.0,0.02
1994,3,19,31.35,7.45,0.01
1994,3,20,32.29,6.9,0.0
1994,3,21,32.08,6.96,0.0
1994,3,22,32.93,8.73,0.0
1994,3,23,31.27,6.1,0.0
1994,3,24,29.9,4.21,0.01
1994,3,25,30.28,6.1,0.02
1994,3,26,32.54,11.96,0.03
1994,3,27,32.02,10.8,1.2
1994,3,28,30.75,8.91,0.33
1994,3,29,31.77,10.31,0.3
1994,3,30,33.2,12.27,0.12
1994,3,31,32.87,11.23,0.24
1994,4,1,34.26,11.29,0.26
1994,4,2,33.4,11.54,0.37
1994,4,3,31.01,10.99,0.98
1994,4,4,33.06,11.47,0.05
1994,4,5,33.04,10.31,0.17
1994,4,6,32.85,9.77,0.0
1994,4,7,33.25,7.45,0.02
1994,4,8,33.81,7.39,0.01
1994,4,9,32.19,5.31,0.0
1994,4,10,34.1,5.68,0.0
1994,4,11,32.28,3.78,0.0
1994,4,12,32.65,3.66,0.0
1994,4,13,34.01,5.31,0.0
1994,4,14,34.4,4.39,0.0
1994,4,15,33.97,5.0,0.0
1994,4,16,33.41,8.24,0.06
1994,4,17,34.44,9.83,0.01
1994,4,18,34.88,10.31,0.83
1994,4,19,33.35,9.16,0.32
1994,4,20,33.51,7.2,0.2
1994,4,21,34.6,12.02,0.42
1994,4,22,33.44,15.93,2.03
1994,4,23,35.4,12.39,0.39
1994,4,24,33.07,8.85,1.38
1994,4,25,34.87,11.35,0.01
1994,4,26,35.33,10.56,0.13
1994,4,27,36.44,13.06,0.03
1994,4,28,38.3,11.72,0.02
1994,4,29,38.33,10.99,0.12
1994,4,30,38.29,10.86,0.16
1994,5,1,39.07,10.93,0.04
1994,5,2,39.02,10.5,0.0
1994,5,3,38.06,8.48,0.0
1994,5,4,37.99,10.19,0.0
1994,5,5,38.63,8.48,0.0
1994,5,6,38.52,9.83,0.0
1994,5,7,38.47,9.09,0.0
1994,5,8,38.93,12.39,0.13
1994,5,9,38.24,13.18,0.46
1994,5,10,38.48,12.94,1.25
1994,5,11,37.31,10.5,1.48
1994,5,12,35.89,8.54,0.69
1994,5,13,37.48,10.38,0.62
1994,5,14,37.5,10.31,0.25
1994,5,15,38.28,12.63,0.1
1994,5,16,38.19,13.49,0.3
1994,5,17,38.08,13.55,0.33
1994,5,18,34.67,15.32,16.02
1994,5,19,31.91,17.15,9.34
1994,5,20,33.05,16.6,3.59
1994,5,21,33.79,17.15,0.84
1994,5,22,34.86,16.72,0.2
1994,5,23,33.53,17.82,1.66
1994,5,24,33.37,17.64,0.05
1994,5,25,32.26,18.25,0.67
1994,5,26,35.33,16.78,1.13
1994,5,27,33.95,17.76,2.52
1994,5,28,35.71,17.7,0.1
1994,5,29,36.19,18.13,0.05
1994,5,30,36.52,17.82,0.16
1994,5,31,36.85,18.01,0.76
1994,6,1,37.03,17.4,2.16
1994,6,2,38.27,17.21,0.84
1994,6,3,37.87,18.01,0.49
1994,6,4,37.1,18.13,0.27
1994,6,5,33.94,19.23,6.35
1994,6,6,33.87,19.17,5.2
1994,6,7,34.66,19.29,2.52
1994,6,8,35.37,18.68,0.04
1994,6,9,33.62,18.31,0.05
1994,6,10,32.69,18.62,0.09
1994,6,11,31.15,18.68,1.29
1994,6,12,29.4,20.63,4.49
1994,6,13,29.37,20.69,11.16
1994,6,14,31.1,20.45,5.04
1994,6,15,33.59,19.47,2.35
1994,6,16,31.44,20.32,3.64
1994,6,17,31.94,19.41,1.92
1994,6,18,32.05,19.78,2.49
1994,6,19,33.05,20.32,1.59
1994,6,20,32.55,19.59,0.79
1994,6,21,33.71,20.08,2.68
1994,6,22,33.03,20.14,1.68
1994,6,23,31.3,19.23,0.83
1994,6,24,32.57,19.65,1.53
1994,6,25,32.9,19.9,2.13
1994,6,26,32.16,19.59,1.3
1994,6,27,32.45,19.1,2.3
1994,6,28,29.8,20.08,23.04
1994,6,29,28.68,20.39,15.54
1994,6,30,29.93,20.57,6.16
1994,7,1,30.83,20.51,5.85
1994,7,2,31.12,19.84,1.26
1994,7,3,30.46,18.74,2.35
1994,7,4,30.06,19.47,2.73
1994,7,5,31.61,19.1,1.51
1994,7,6,31.56,18.8,0.83
1994,7,7,31.31,20.69,3.39
1994,7,8,30.9,20.75,6.86
1994,7,9,30.81,20.75,2.83
1994,7,10,32.19,19.65,0.72
1994,7,11,31.78,19.84,0.38
1994,7,12,31.67,19.65,0.5
1994,7,13,30.33,20.94,0.77
1994,7,14,30.28,20.51,1.75
1994,7,15,30.11,20.63,1.22
1994,7,16,31.31,20.08,1.29
1994,7,17,32.69,19.84,0.73
1994,7,18,31.41,19.41,0.48
1994,7,19,30.4,19.71,1.75
1994,7,20,31.93,19.17,1.64
1994,7,21,30.78,18.98,2.32
